timestamp,sexo,pais_origen,provincia_españa,compania_viaje,dias_estancia,num_empleados_activos,sat_oferta_idiomas,sat_visitas_guiadas,canal_localizacion,sat_trato_personal,sat_idioma_personal,sat_info_general,utilidad_info,sat_tiempo_espera,sat_limpieza,sat_ubicacion,sat_global,sat_horario_valoracion,volveria_usar,sat_mobiliario,sat_iluminacion,sat_folletos_contenido,sat_plano,info_previa_medio,sat_ruido,sat_folletos_idioma,edad,motivo_visita,sat_claridad_lenguaje,sat_folletos_adecuacion,sat_distribucion_espacio,sat_horario_score,instalaciones_visitadas,transporte_llegada,sat_aspecto_personal,sat_senalizacion
2024-03-21,Hombre,Italia,Madrid,Sólo,2 noches,1,5,10,Los ha encontrado en su recorrido,8,8,8,8,8,8,8,8,8,Sí,9,9,8,8,Internet/web (Indicar páginas),9,8,25-44,"Ocio, recreo y vacaciones",8,8,9,8,PIT del Aeropuerto T-4,Avión,8,8
2024-03-21,Mujer,España,Santa Cruz de Tenerife,En pareja,3 noches,6,10,7,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,6,10,+65,"Ocio, recreo y vacaciones",10,10,9,9,Centro de Turismo de la Plaza Mayor,Avión,10,9
2024-03-21,Mujer,Argentina,Madrid,En pareja,De 4 a 7 noches,1,8,10,Los ha encontrado en su recorrido,7,8,8,8,8,7,7,8,8,Sí,9,9,6,7,Guías turísticas publicadas sobre la ciudad,7,8,25-44,"Ocio, recreo y vacaciones",8,7,9,8,PIT del Aeropuerto T-4,Avión,8,7
2024-03-21,Mujer,Estados Unidos,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,8,10,10,Sí,9,8,7,10,No ha buscado información,7,10,45-64,Compras,10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-21,Mujer,España,Guipúzcoa,Sólo,3 noches,8,9,10,Los había visto anteriormente,10,10,10,10,9,9,10,9,10,Sí,10,10,9,9,Internet/web (Indicar páginas),8,7,45-64,Cultura,10,8,9,9,PIT Palacio Real,Coche particular,10,9
2024-03-21,Mujer,Grecia,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Aeropuerto T-2,Avión,10,10
2024-03-21,Hombre,España,Madrid,Residente,Residente,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,8,10,8,Sí,7,8,10,10,No ha buscado información,9,10,45-64,Residente,10,10,8,9,PIT de Estadio Santiago Bernabéu,Residente,10,3
2024-03-21,Mujer,Estados Unidos,Madrid,Otras formas (Indicar),3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-21,Mujer,España,Barcelona,En pareja,2 noches,8,8,10,Los ha encontrado en su recorrido,10,10,10,10,8,8,10,9,10,Sí,9,10,9,9,No ha buscado información,7,7,45-64,Cultura,10,10,10,9,PIT Palacio Real,Tren,10,9
2024-03-21,Hombre,España,Santa Cruz de Tenerife,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,9,10,10,Sí,9,9,10,10,Internet/web (Indicar páginas),6,10,25-44,"Ocio, recreo y vacaciones",10,9,9,10,PIT de Callao,Avión,10,9
2024-03-21,Hombre,España,Valencia,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,9,10,10,Sí,9,9,10,10,No ha buscado información,6,10,25-44,"Ocio, recreo y vacaciones",10,10,9,9,PIT de Callao,Tren,10,7
2024-03-21,Hombre,España,Segovia,En pareja,De 4 a 7 noches,10,10,10,Tenía información previa de su ubicación,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Teléfono,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Autobús,10,10
2024-03-21,Hombre,México,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,7,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Avión,10,10
2024-03-21,Mujer,España,Santa Cruz de Tenerife,En familia,De 4 a 7 noches,1,8,10,Los ha encontrado en su recorrido,8,8,8,7,8,8,9,8,7,Sí,9,9,7,7,No ha buscado información,7,6,25-44,"Ocio, recreo y vacaciones",7,6,9,8,PIT del Aeropuerto T-4,Avión,8,7
2024-03-21,Hombre,España,Madrid,En pareja,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,8,10,+65,Residente,10,10,9,10,PIT Cuesta de Moyano,Residente,10,10
2024-03-21,Mujer,España,Barcelona,En familia,3 noches,1,8,10,Los ha encontrado en su recorrido,9,9,9,9,8,8,8,8,8,Sí,9,9,8,8,No ha buscado información,6,8,+65,"Ocio, recreo y vacaciones",9,8,9,8,PIT del Aeropuerto T-4,Avión,9,6
2024-03-21,Hombre,Brasil,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,8,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Avión,10,10
2024-03-21,Mujer,Argentina,Madrid,Sólo,2 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Avión,10,10
2024-03-21,Hombre,España,Madrid,Residente,Residente,1,8,10,Los había visto anteriormente,8,8,8,8,9,8,7,9,8,Sí,9,9,8,8,No ha buscado información,8,8,45-64,Residente,8,8,9,8,PIT del Aeropuerto T-4,Residente,8,8
2024-03-21,Mujer,España,Madrid,Residente,Residente,1,8,10,Los había visto anteriormente,8,8,8,9,8,8,8,8,7,Sí,9,9,8,8,No ha buscado información,8,9,25-44,Residente,8,8,9,8,PIT del Aeropuerto T-4,Residente,8,9
2024-03-21,Hombre,Francia,Madrid,Grupo Organizado,De 1 a 3 meses,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Negocios,10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-21,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,9,10,PIT Palacio Real,Residente,10,10
2024-03-21,Mujer,España,Madrid,Residente,Residente,5,10,10,Tenía información previa de su ubicación,10,10,10,10,8,10,10,9,10,Sí,10,10,6,10,No ha buscado información,8,10,+65,Residente,10,6,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-03-21,Mujer,Estados Unidos,Madrid,En familia,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Aeropuerto T-2,Avión,10,10
2024-03-21,Mujer,Argentina,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,10,10,10,Sí,10,10,9,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Aeropuerto T-2,Avión,10,10
2024-03-21,Hombre,España,Murcia,Sólo,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Tren,10,10
2024-03-21,Mujer,España,Málaga,Sólo,3 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Tren,10,10
2024-03-21,Mujer,España,Madrid,Residente,Residente,9,10,10,Los ha encontrado en su recorrido,9,10,10,10,10,10,8,9,10,Sí,9,9,10,10,No ha buscado información,9,10,+65,Residente,10,9,10,10,PIT de Atocha,Residente,9,9
2024-03-21,Hombre,España,Madrid,Residente,Residente,10,10,9,Los ha encontrado en su recorrido,9,8,9,9,9,9,9,10,9,Sí,10,10,9,10,No ha buscado información,10,9,45-64,Residente,9,10,10,9,PIT Palacio Real,Residente,10,9
2024-03-22,Hombre,México,Madrid,En pareja,Excursionista,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,5,4,3,7,5,Sí,4,4,6,6,No ha buscado información,4,7,25-44,Tránsito,10,7,3,5,PIT del Aeropuerto T-4,Avión,10,4
2024-03-22,Hombre,Países Bajos,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,9,Sí,9,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,7
2024-03-22,Hombre,Colombia,Madrid,Con amigos,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,7,9,9,Sí,8,8,9,8,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,8,8,Centro de Turismo de la Plaza Mayor,Avión,10,8
2024-03-22,Hombre,Argentina,Madrid,En familia,De 1 a 2 semanas,7,7,10,Los ha encontrado en su recorrido,10,10,10,10,7,4,5,8,6,Sí,4,5,8,8,No ha buscado información,5,8,45-64,"Ocio, recreo y vacaciones",10,8,4,5,PIT del Aeropuerto T-4,Avión,10,5
2024-03-22,Hombre,Filipinas,Madrid,En familia,De 4 a 7 noches,9,9,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,9,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,9
2024-03-22,Mujer,Estados Unidos,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,9,10,10,Sí,8,8,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,8,8,Centro de Turismo de la Plaza Mayor,Avión,10,8
2024-03-22,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,5,10,10,Los había visto anteriormente,10,10,10,10,5,1,10,8,6,Sí,9,9,9,8,No ha buscado información,1,10,+65,Residente,10,10,9,6,PIT Palacio Real,Residente,10,10
2024-03-22,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,4,10,10,10,Sí,9,9,10,10,No ha buscado información,4,10,45-64,Residente,10,10,9,10,PIT de CentroCentro,Residente,10,8
2024-03-22,Mujer,España,Barcelona,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,Internet/web (Indicar páginas),9,10,25-44,"Ocio, recreo y vacaciones",10,10,9,9,Centro de Turismo de la Plaza Mayor,Tren,10,9
2024-03-22,Hombre,Estados Unidos,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-22,Hombre,México,Madrid,Con amigos,3 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,No,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-22,Hombre,España,Sevilla,Sólo,1 noche,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,5,10,9,10,Sí,9,9,10,8,Internet/web (Indicar páginas),3,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Atocha,Tren,10,9
2024-03-22,Mujer,España,Las Palmas,En familia,De 1 a 2 semanas,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,5,3,3,10,5,Sí,3,3,10,10,No ha buscado información,3,10,45-64,Cultura,10,10,3,3,PIT del Aeropuerto T-4,Avión,10,3
2024-03-22,Hombre,Alemania,Madrid,En pareja,De 4 a 7 noches,7,10,10,Los ha encontrado en su recorrido,10,8,10,10,8,9,9,9,10,Sí,9,10,8,9,No ha buscado información,6,3,25-44,"Ocio, recreo y vacaciones",10,8,9,10,PIT Palacio Real,Avión,10,7
2024-03-22,Mujer,Bélgica,Madrid,En pareja,3 noches,7,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,9,8,9,10,Sí,9,9,8,8,No ha buscado información,6,7,25-44,"Ocio, recreo y vacaciones",10,10,8,10,PIT Palacio Real,Avión,10,8
2024-03-22,Mujer,España,Santa Cruz de Tenerife,En pareja,De 4 a 7 noches,8,10,8,Los ha encontrado en su recorrido,10,10,10,10,8,9,9,10,10,Sí,9,9,9,9,No ha buscado información,6,10,45-64,"Ocio, recreo y vacaciones",10,9,9,10,PIT Palacio Real,Avión,10,9
2024-03-22,Hombre,España,Tarragona,En familia,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,8,10,10,Sí,9,8,10,10,No ha buscado información,4,10,45-64,"Ocio, recreo y vacaciones",10,10,9,9,PIT Palacio Real,Tren,10,7
2024-03-22,Hombre,España,Gerona,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,7
2024-03-22,Hombre,Argentina,Madrid,En familia,De 4 a 7 noches,8,8,9,Los ha encontrado en su recorrido,8,8,8,8,8,7,8,8,8,Sí,9,9,8,8,Internet/web (Indicar páginas),6,8,45-64,Familia,8,8,9,7,PIT del Aeropuerto T-2,Avión,9,8
2024-03-22,Mujer,Alemania,Madrid,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,9,10,25-44,Negocios,10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,10
2024-03-22,Hombre,España,Las Palmas,En pareja,3 noches,8,9,8,Los ha encontrado en su recorrido,8,8,9,9,8,8,8,8,7,Sí,9,9,8,8,Internet/web (Indicar páginas),6,8,25-44,"Ocio, recreo y vacaciones",8,9,9,8,PIT del Aeropuerto T-2,Avión,8,7
2024-03-22,Mujer,Portugal,Madrid,Con amigos,3 noches,9,9,9,Los ha encontrado en su recorrido,9,10,9,8,9,7,8,8,9,Sí,9,9,8,8,Internet/web (Indicar páginas),7,8,25-44,"Ocio, recreo y vacaciones",8,8,9,8,PIT del Aeropuerto T-2,Avión,8,8
2024-03-22,Mujer,España,Madrid,Residente,Residente,9,9,10,Tenía información previa de su ubicación,10,10,9,9,9,9,10,9,9,Sí,9,9,9,9,No ha buscado información,9,9,+65,Residente,10,9,9,9,PIT de Estadio Santiago Bernabéu,Residente,10,9
2024-03-22,Mujer,España,Guipúzcoa,En pareja,2 noches,7,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,9,10,10,No ha buscado información,10,10,45-64,Ver un espectáculo en particular (Indicar cuál),10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,10
2024-03-22,Hombre,España,La Coruña,Con amigos,Excursionista,8,8,9,Los ha encontrado en su recorrido,8,9,8,8,8,8,9,7,8,Sí,9,9,8,8,No ha buscado información,9,7,45-64,Tránsito,8,8,9,8,PIT del Aeropuerto T-2,Tren,8,8
2024-03-22,Mujer,España,Sevilla,Con amigos,Excursionista,6,5,9,Los ha encontrado en su recorrido,8,9,10,9,6,5,4,8,5,Sí,4,5,6,5,No ha buscado información,5,6,15-24,Tránsito,9,6,4,5,PIT del Aeropuerto T-4,Avión,9,5
2024-03-22,Mujer,México,Madrid,Con amigos,De 1 a 2 semanas,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,9,10,Sí,9,9,10,10,Otros (Indicar),8,10,45-64,Negocios,10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,8
2024-03-22,Hombre,España,Ávila,En pareja,2 noches,9,9,9,Los ha encontrado en su recorrido,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,45-64,"Ocio, recreo y vacaciones",9,9,9,9,Centro de Turismo de la Plaza Mayor,Tren,9,9
2024-03-22,Mujer,España,Madrid,Residente,Residente,8,9,9,Los había visto anteriormente,8,8,9,8,8,8,8,8,8,Sí,9,9,8,8,No ha buscado información,8,8,+65,Residente,8,8,9,8,PIT del Aeropuerto T-2,Residente,8,8
2024-03-22,Mujer,España,Madrid,Residente,Residente,5,8,10,Los había visto anteriormente,10,10,10,10,6,4,3,8,5,Sí,3,5,8,8,No ha buscado información,5,8,45-64,Residente,10,8,3,5,PIT Palacio Real,Residente,10,4
2024-03-22,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,PIT del Paseo del Prado,Residente,10,10
2024-03-22,Mujer,España,Cáceres,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,6,10,45-64,Salud,10,10,9,10,PIT de Atocha,Autobús,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,8,10,10,Los había visto anteriormente,10,10,10,10,8,9,10,9,7,Sí,9,9,10,10,No ha buscado información,8,10,45-64,Residente,10,10,9,7,PIT Cuesta de Moyano,Residente,10,9
2024-03-22,Mujer,España,Madrid,Residente,Residente,8,8,7,Los ha encontrado en su recorrido,8,8,8,8,8,8,8,8,8,Sí,9,8,8,8,No ha buscado información,8,9,25-44,Residente,8,9,9,8,PIT del Aeropuerto T-2,Residente,7,8
2024-03-22,Hombre,Portugal,Madrid,En familia,2 noches,8,1,10,Los ha encontrado en su recorrido,10,7,10,10,8,10,10,8,10,Sí,9,9,9,9,Internet/web (Indicar páginas),8,4,45-64,"Ocio, recreo y vacaciones",10,9,9,10,PIT de Atocha,Avión,10,10
2024-03-22,Hombre,España,Madrid,Residente,Residente,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,6,3,5,9,6,Sí,2,5,10,9,No ha buscado información,5,10,15-24,Residente,10,6,4,5,PIT del Aeropuerto T-4,Residente,10,4
2024-03-22,Mujer,Argentina,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,Otros (Indicar),9,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Atocha,Avión,10,10
2024-03-22,Hombre,España,Álava,Sólo,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Autobús,10,10
2024-03-22,Mujer,España,Sevilla,En familia,De 1 a 2 semanas,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Teléfono,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,6,10,9,10,Sí,9,9,9,9,No ha buscado información,2,10,25-44,Residente,10,9,9,10,PIT de Atocha,Residente,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,9,9,9,Los había visto anteriormente,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,+65,Residente,9,9,9,9,PIT de Callao,Residente,9,9
2024-03-22,Mujer,España,Soria,En pareja,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,10,10,10,10,Sí,10,10,10,10,Teléfono,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-03-22,Mujer,Italia,Madrid,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,9,10,No ha buscado información,5,5,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-22,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-03-22,Mujer,España,Córdoba,Con amigos,2 noches,8,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,9,10,10,10,Sí,10,9,9,10,Internet/web (Indicar páginas),9,10,15-24,"Ocio, recreo y vacaciones",10,10,10,9,PIT Palacio Real,Autobús,10,10
2024-03-22,Hombre,España,Asturias,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),9,10,25-44,Cultura,10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-03-22,Hombre,Italia,Madrid,En pareja,2 noches,8,9,10,Los ha encontrado en su recorrido,10,10,10,10,9,7,10,9,10,Sí,10,10,9,9,Internet/web (Indicar páginas),6,4,25-44,"Ocio, recreo y vacaciones",10,9,9,10,PIT Palacio Real,Avión,10,10
2024-03-22,Mujer,Estados Unidos,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,9,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,Familia,10,10,10,10,PIT Palacio Real,Avión,10,10
2024-03-22,Hombre,Polonia,Madrid,En familia,3 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,9,10,10,10,Sí,10,10,9,10,Internet/web (Indicar páginas),10,10,15-24,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Avión,10,10
2024-03-22,Hombre,España,Cuenca,Con amigos,De 4 a 7 noches,9,9,10,Los ha encontrado en su recorrido,9,9,9,9,10,9,9,9,9,Sí,9,9,9,9,Otros (Indicar),8,9,25-44,"Ocio, recreo y vacaciones",10,9,9,9,PIT de Estadio Santiago Bernabéu,Coche particular,9,9
2024-03-22,Mujer,España,Asturias,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,9,10,9,9,10,9,10,9,10,Sí,9,9,10,10,No ha buscado información,7,10,+65,"Ocio, recreo y vacaciones",10,10,9,9,PIT de Estadio Santiago Bernabéu,Tren,9,10
2024-03-22,Mujer,España,Valencia,Con amigos,3 noches,8,9,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,10,10,10,Sí,9,10,9,10,No ha buscado información,7,7,15-24,"Ocio, recreo y vacaciones",10,10,9,10,PIT Palacio Real,Tren,10,10
2024-03-22,Hombre,Brasil,Madrid,Sólo,De 2 semanas a 1 mes,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,8,10,10,10,Sí,10,10,9,9,No ha buscado información,8,7,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Avión,10,10
2024-03-22,Mujer,Italia,Madrid,Con amigos,3 noches,1,4,10,Los ha encontrado en su recorrido,7,8,8,8,8,8,7,7,7,Sí,9,9,7,7,Guías turísticas publicadas sobre la ciudad,6,3,25-44,"Ocio, recreo y vacaciones",8,7,9,7,PIT del Aeropuerto T-2,Avión,8,7
2024-03-22,Hombre,Brasil,Madrid,En pareja,3 noches,1,3,10,Los ha encontrado en su recorrido,7,7,7,7,8,7,6,6,7,Sí,9,9,6,6,Internet/web (Indicar páginas),6,2,25-44,"Ocio, recreo y vacaciones",7,6,9,7,PIT del Aeropuerto T-2,Avión,7,6
2024-03-22,Mujer,España,Valencia,En pareja,3 noches,1,6,10,Los había visto anteriormente,8,8,8,8,7,7,7,7,7,Sí,9,9,7,7,No ha buscado información,6,4,25-44,"Ocio, recreo y vacaciones",8,7,9,7,PIT del Aeropuerto T-2,Avión,8,7
2024-03-22,Mujer,España,Madrid,Residente,Residente,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,9,No ha buscado información,8,10,+65,Residente,10,10,9,10,PIT de CentroCentro,Residente,10,10
2024-03-22,Hombre,España,Santa Cruz de Tenerife,En pareja,De 4 a 7 noches,1,4,10,Los había visto anteriormente,7,7,7,7,7,6,6,7,7,Sí,9,9,6,6,No ha buscado información,6,6,25-44,"Ocio, recreo y vacaciones",7,6,9,7,PIT del Aeropuerto T-2,Avión,7,6
2024-03-22,Hombre,España,Madrid,Residente,Residente,1,7,10,Los había visto anteriormente,7,7,7,7,7,8,7,7,7,Sí,9,9,7,7,No ha buscado información,6,7,45-64,Residente,7,7,9,8,PIT del Aeropuerto T-2,Residente,7,7
2024-03-22,Mujer,España,Madrid,Residente,Residente,1,5,10,Los había visto anteriormente,8,8,8,8,8,8,8,7,7,Sí,9,9,4,6,No ha buscado información,8,4,25-44,Residente,8,5,9,8,PIT del Aeropuerto T-2,Residente,8,8
2024-03-22,Mujer,Suiza,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Familia,10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-03-22,Mujer,España,Santa Cruz de Tenerife,En pareja,2 noches,8,10,10,Los había visto anteriormente,10,10,10,10,10,7,10,10,10,Sí,9,10,9,10,No ha buscado información,6,8,25-44,"Ocio, recreo y vacaciones",10,9,9,10,PIT Palacio Real,Avión,10,10
2024-03-22,Mujer,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,9,10,PIT de CentroCentro,Residente,10,10
2024-03-22,Hombre,España,Valencia,En pareja,2 noches,6,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-03-22,Mujer,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,9,10,PIT Cuesta de Moyano,Residente,10,10
2024-03-22,Mujer,España,Las Palmas,Sólo,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Avión,10,10
